,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
2996,Loft,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,52,1.0,369,0,1
2997,Boutique hotel,Private room,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,3.0,0,1.0,174,0,1
2998,Townhouse,Shared room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,5,2.0,46,20,1
2999,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,24,1.0,102,0,1
3000,House,Private room,Real Bed,2,1123,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,39,1.0,120,20,1
3001,Apartment,Private room,Real Bed,4,365,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,1,1.0,30,30,1
3002,Apartment,Shared room,Real Bed,2,1120,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,1,1.0,1.0,6,1.5,15,0,1
3003,Guest suite,Private room,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,2,1.0,150,0,1
3004,Apartment,Entire home/apt,Real Bed,2,730,super_strict_30,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,3.0,0,2.0,668,0,1
3005,Apartment,Entire home/apt,Real Bed,4,30,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,3,2.0,2.0,21,1.0,265,100,3
3006,Apartment,Entire home/apt,Real Bed,3,31,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,16,1.0,390,0,1
3007,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,20,1.0,108,0,1
3008,Apartment,Entire home/apt,Real Bed,5,60,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,3,2.0,725,100,4
3009,Serviced apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,248,0,1
3010,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,8,1.0,46,15,1
3011,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,15,1.0,196,200,1
3012,Villa,Entire home/apt,Real Bed,7,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,6,3.0,3.0,0,4.0,643,0,1
3013,Apartment,Private room,Real Bed,2,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,401,0,1
3014,House,Private room,Real Bed,1,180,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,18,1.0,23,7,1
3015,Apartment,Private room,Real Bed,5,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,95,0,1
3016,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,1.0,3.0,37,1.0,80,0,1
3017,Apartment,Private room,Real Bed,1,59,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,24,1.0,39,15,1
3018,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,19,1.5,45,0,1
3019,Apartment,Entire home/apt,Real Bed,3,180,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,24,1.0,163,0,1
3020,Townhouse,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,2,1.0,301,0,4
3021,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,4.0,1,2.0,298,80,2
3022,Serviced apartment,Entire home/apt,Real Bed,21,90,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,5.0,0,1.0,211,0,1
3023,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,2.0,50,10,1
3024,Cabin,Private room,Real Bed,30,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,39,10,1
3025,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,13,1.0,60,30,2
3026,Apartment,Private room,Real Bed,3,1000,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,15,1.0,60,15,1
3027,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,3.0,3,2.0,400,0,1
3028,Apartment,Entire home/apt,Real Bed,1,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,37,1.5,30,0,1
3029,Apartment,Entire home/apt,Real Bed,30,330,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,4,1.0,150,35,2
3030,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,5,1.0,110,0,1
3031,Apartment,Private room,Real Bed,7,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,2.0,1,2.0,149,50,1
3032,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,65,1.0,447,100,1
3033,Apartment,Entire home/apt,Real Bed,6,91,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,7,1.0,64,0,1
3034,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,628,0,1
3035,Apartment,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,6,1.0,299,0,2
3036,House,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,5,2.0,3.0,44,1.0,65,15,2
3037,House,Private room,Real Bed,31,90,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,65,0,1
3038,Apartment,Entire home/apt,Real Bed,28,1100,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,2.0,10,1.0,132,42,2
3039,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,5,1.0,169,50,1
3040,Apartment,Private room,Real Bed,3,25,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,7,1.0,64,0,1
3041,Apartment,Private room,Real Bed,1,10,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,2,1.0,105,26,1
3042,Apartment,Private room,Real Bed,2,30,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,32,8,1
3043,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,1.0,3,1.0,369,40,2
3044,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,3.0,35,2.0,325,35,6
3045,Condominium,Private room,Real Bed,7,60,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,58,0,1
3046,Villa,Entire home/apt,Real Bed,3,180,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,3.0,0,3.0,299,0,1
3047,House,Private room,Real Bed,2,10,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,1.0,0,4.0,101,50,2
3048,House,Private room,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,26,1.0,35,0,1
3049,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,548,0,1
3050,Apartment,Entire home/apt,Real Bed,3,60,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,1.0,1.0,1,1.0,60,10,2
3051,Condominium,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,1.0,5,1.0,60,25,2
3052,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,10,3.0,8.0,0,3.0,451,55,1
3053,Apartment,Entire home/apt,Real Bed,1,3,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,0,1.0,110,50,2
3054,Apartment,Entire home/apt,Real Bed,2,60,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,95,1.0,115,0,1
3055,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,10,2.0,5.0,7,2.0,118,0,1
3056,Guest suite,Private room,Real Bed,1,22,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,4.0,0,1.0,1601,0,1
3057,Condominium,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,18,1.0,129,0,1
3058,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,1.0,4,1.0,691,50,2
3059,Apartment,Entire home/apt,Real Bed,2,103,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,1.0,3.0,3,1.0,100,0,1
3060,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,2.0,3.0,2,1.0,130,20,2
3061,Loft,Entire home/apt,Real Bed,2,40,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,11,1.0,75,0,1
3062,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,2.0,1,1.0,201,200,1
3063,Serviced apartment,Entire home/apt,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,3.0,3.0,0,1.0,1021,0,1
3064,Hotel,Private room,Real Bed,1,60,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,10,1.0,295,0,1
3065,Condominium,Entire home/apt,Real Bed,2,180,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,0,2.0,222,0,6
3066,Condominium,Entire home/apt,Real Bed,2,180,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,1,2.0,222,0,4
3067,Apartment,Entire home/apt,Real Bed,2,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,4,1.0,142,26,1
3068,Apartment,Private room,Real Bed,3,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,2,1.0,79,0,1
3069,Apartment,Entire home/apt,Real Bed,3,14,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,4.0,4.0,7,2.0,220,30,3
3070,Apartment,Entire home/apt,Real Bed,7,330,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,4,1.0,70,20,1
3071,Serviced apartment,Entire home/apt,Real Bed,10,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,6,3.0,4.0,0,2.5,350,0,1
3072,Apartment,Entire home/apt,Real Bed,2,730,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,2.0,2,1.0,97,0,1
3073,Apartment,Private room,Real Bed,5,20,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,35,0,1
3074,Apartment,Private room,Real Bed,1,31,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,8,2.0,28,0,1
3075,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,0.0,1.0,0,1.0,41,0,1
3076,Condominium,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,0.0,1.0,0,1.0,70,0,1
3077,Apartment,Private room,Real Bed,1,4,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,2.0,502,0,1
3078,Apartment,Private room,Real Bed,120,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.5,298,0,1
3079,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,2.0,1.0,3,1.0,90,40,1
3080,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,0,1.0,55,20,2
3081,Loft,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,37,1.0,149,20,3
3082,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,1.0,4.0,8,2.0,40,20,2
3083,Apartment,Entire home/apt,Real Bed,1,1000,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,3.0,5,2.0,280,0,1
3084,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,49,0,1
3085,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,26,2.0,181,0,1
3086,House,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,10,5.0,5.0,20,2.0,299,0,1
3087,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,1.0,1,1.0,80,20,2
3088,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,186,1.0,96,10,2
3089,Apartment,Entire home/apt,Real Bed,2,21,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,4.0,4,1.0,140,30,16
3090,Apartment,Entire home/apt,Real Bed,31,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,0,2.0,129,0,1
3091,Serviced apartment,Entire home/apt,Real Bed,2,29,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,4.0,4,2.0,135,0,1
3092,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,10,1.0,455,0,1
3093,Apartment,Private room,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,5,1.0,90,37,2
3094,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,10,4.0,6.0,3,4.5,300,0,1
3095,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,4.0,3,1.0,100,0,6
3096,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,62,1.0,84,0,1
3097,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,4.0,2,2.0,232,50,1
3098,Apartment,Entire home/apt,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,283,0,1
3099,Apartment,Private room,Real Bed,30,100,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,1,1.5,27,0,1
3100,Condominium,Entire home/apt,Real Bed,3,120,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,5,1.0,2.0,6,2.0,182,15,4
3101,Condominium,Private room,Real Bed,5,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,0,1.0,41,27,1
3102,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,5,1.0,22,0,1
3103,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,6,1.0,108,0,1
3104,Apartment,Shared room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,47,1.0,283,0,1
3105,Condominium,Entire home/apt,Real Bed,90,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,2.0,4,1.0,142,0,2
3106,Townhouse,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,5,3.0,4.0,2,1.5,160,0,1
3107,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,35,10,1
3108,Apartment,Private room,Real Bed,5,30,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,1,1.0,70,0,1
3109,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,4.0,1,2.0,334,0,6
3110,Condominium,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,0,1.0,195,0,3
3111,Villa,Entire home/apt,Real Bed,3,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,10,3.0,4.0,0,4.0,801,0,1
3112,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,1.0,48,1.0,121,100,3
3113,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,32,0,1
3114,Townhouse,Entire home/apt,Real Bed,4,29,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,0,2.0,400,0,1
3115,Condominium,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,32,1.0,36,7,1
3116,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,1.0,3,1.0,80,20,2
3117,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,7,2.0,3.0,25,1.0,250,100,7
3118,Apartment,Entire home/apt,Real Bed,3,60,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,44,1.0,159,0,1
3119,Apartment,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,3.0,1,1.0,174,105,2
3120,House,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,10,4.0,5.0,1,1.0,225,30,8
3121,Townhouse,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,4,1.0,90,0,1
3122,Apartment,Entire home/apt,Real Bed,2,548,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,2.0,2.0,0,1.0,55,25,2
3123,Apartment,Entire home/apt,Real Bed,3,14,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,3,1.0,120,0,1
3124,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,12,1.0,71,20,1
3125,Apartment,Private room,Real Bed,4,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,2.0,25,8,1
3126,Apartment,Private room,Real Bed,3,60,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,15,1.0,49,0,1
3127,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,31,0,1
3128,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,3.0,19,2.0,85,10,4
3129,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,3.0,44,1.0,903,125,5
3130,House,Private room,Real Bed,1,28,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,11,1.0,25,10,1
3131,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,338,0,1
3132,Apartment,Entire home/apt,Real Bed,3,180,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,15,1.0,70,15,2
3133,Condominium,Entire home/apt,Real Bed,2,180,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,2.0,0,1.0,222,0,3
3134,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,19,1.0,169,20,3
3135,Apartment,Private room,Real Bed,3,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,0,2.0,58,101,1
3136,Apartment,Entire home/apt,Real Bed,1,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,596,119,1
3137,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,0,1.0,178,55,2
3138,Cabin,Entire home/apt,Real Bed,2,5,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,0.0,1.0,14,1.0,70,20,1
3139,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,39,1.0,60,0,4
3140,Apartment,Entire home/apt,Real Bed,1,179,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,0,1.0,110,0,1
3141,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,10,4.0,5.0,10,4.0,180,0,1
3142,Hotel,Shared room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,248,0,1
3143,Villa,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,0,1.0,300,0,1
3144,Other,Private room,Real Bed,3,4,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,3.0,0,1.0,55,15,2
3145,Loft,Entire home/apt,Real Bed,10,89,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,1,1.0,149,0,1
3146,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,2,1.0,81,65,1
3147,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,283,0,1
3148,Apartment,Entire home/apt,Real Bed,32,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,0,2.0,63,0,4
3149,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,2,1.0,361,0,1
3150,House,Private room,Real Bed,3,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,27,2.5,45,5,1
3151,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,3.0,196,1.0,754,80,4
3152,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,0,1.0,310,0,4
3153,Apartment,Entire home/apt,Real Bed,2,120,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,5,2.0,3.0,11,1.0,39,9,3
3154,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,19,1.0,53,30,2
3155,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,14,1.0,158,50,2
3156,Condominium,Private room,Real Bed,9,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,9,1.0,220,100,1
3157,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,6,1.0,2.0,16,1.0,79,20,2
3158,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,6.0,1,1.0,100,0,1
3159,Condominium,Entire home/apt,Real Bed,4,80,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,2,2.0,305,0,1
3160,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,3.0,4,2.0,195,75,6
3161,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,3,2.0,2.0,21,1.0,179,30,2
3162,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,7,1.0,110,0,10
3163,Loft,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,2,1.0,85,20,2
3164,Apartment,Entire home/apt,Real Bed,32,365,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,4.0,0,2.0,79,0,1
3165,Apartment,Entire home/apt,Real Bed,1,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,10,1.0,65,15,2
3166,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,1.0,2.0,0,1.0,307,0,6
3167,Apartment,Private room,Real Bed,2,760,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,69,1.0,88,0,1
