,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
4294,Apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,210,1.0,55,50,2
4295,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,48,1.0,69,0,1
4296,Apartment,Entire home/apt,Real Bed,20,150,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,16,1.0,75,0,3
4297,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,1.0,3.0,270,1.0,120,15,3
4298,Apartment,Entire home/apt,Real Bed,4,365,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,3.0,63,2.0,160,0,1
4299,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,0.0,2.0,2,1.0,89,9,2
4300,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,114,1.0,181,20,2
4301,Apartment,Private room,Couch,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,8,1.0,65,0,1
4302,Apartment,Private room,Real Bed,5,120,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,87,1.0,70,0,1
4303,House,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,9,4.0,6.0,61,4.0,150,20,4
4304,Apartment,Entire home/apt,Real Bed,3,366,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,133,1.0,149,25,2
4305,Apartment,Private room,Real Bed,1,7,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,103,1.0,57,12,2
4306,Apartment,Private room,Real Bed,30,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,65,0,2
4307,House,Entire home/apt,Real Bed,2,20,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,3.0,9,2.5,210,10,2
4308,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,5,1.0,2.0,93,1.0,150,25,2
4309,House,Entire home/apt,Real Bed,3,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,8,1.0,211,0,1
4310,Apartment,Private room,Real Bed,2,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,121,0,1
4311,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,2.0,0,1.0,206,0,1
4312,Boutique hotel,Private room,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,0,1.0,221,0,1
4313,Apartment,Entire home/apt,Real Bed,2,120,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,1,1.0,101,0,1
4314,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,2.0,267,0,1
4315,Loft,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,1.0,301,40,1
4316,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,4.0,0,1.0,601,0,1
4317,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,0.0,2.0,0,1.0,620,0,1
4318,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,1.0,0,1.0,26,15,1
4319,Apartment,Entire home/apt,Real Bed,30,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,601,0,1
4320,Apartment,Private room,Real Bed,1,14,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,15,1.0,1005,118,1
4321,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,23,1.0,108,45,2
4322,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,9,1.0,50,0,1
4323,Apartment,Entire home/apt,Real Bed,7,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,3.0,0,1.0,131,0,1
4324,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,0,1.5,23,0,1
4325,Apartment,Private room,Real Bed,2,30,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,45,0,1
4326,Guest suite,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,0.0,2.0,0,1.0,100,0,1
4327,Guesthouse,Private room,Real Bed,32,180,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,10,1.0,16,0,1
4328,Condominium,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,70,0,1
4329,Condominium,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,251,140,1
4330,Serviced apartment,Entire home/apt,Real Bed,7,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,4.0,4,2.0,443,0,1
4331,Apartment,Entire home/apt,Real Bed,30,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,1.0,8,1.0,237,0,1
4332,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,74,1.0,475,149,2
4333,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,2,1.0,90,50,1
4334,Hostel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,0,1.0,534,0,1
4335,Apartment,Shared room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,173,0,1
4336,Apartment,Shared room,Real Bed,1,7,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,3.0,0,1.0,78,0,1
4337,Apartment,Entire home/apt,Real Bed,2,1000,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,3.0,1,1.0,39,10,2
4338,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,0,1.0,50,15,1
4339,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,0,1.5,119,20,2
4340,Apartment,Private room,Real Bed,1,14,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,2.0,0,1.0,78,55,1
4341,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,12,6.0,10.0,0,2.5,209,0,1
4342,Apartment,Private room,Real Bed,2,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,1,1.0,35,0,1
4343,Apartment,Entire home/apt,Real Bed,1,365,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,0,1.0,230,17,2
4344,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,7,4.0,4.0,1,3.0,120,25,3
4345,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,8,3.0,7.0,0,3.0,89,0,1
4346,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,57,0,1
4347,Condominium,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,597,0,1
4348,Apartment,Private room,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,25,0,1
4349,Apartment,Private room,Real Bed,3,10,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,185,1.5,18,0,2
4350,House,Private room,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,17,1.0,65,0,1
4351,Apartment,Private room,Real Bed,5,17,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,1.0,30,0,1
4352,Apartment,Entire home/apt,Real Bed,2,365,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,6,3.0,3.0,1,1.0,85,40,2
4353,Apartment,Private room,Real Bed,3,30,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,75,0,1
4354,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,2,1.0,132,0,1
4355,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,10,3.0,7.0,0,3.0,451,50,9
4356,House,Entire home/apt,Real Bed,3,10,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,7,2.0,5.0,0,2.0,172,150,1
4357,Guest suite,Entire home/apt,Real Bed,3,60,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,48,1.0,89,0,2
4358,Apartment,Private room,Real Bed,4,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,120,10,1
4359,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,78,0,1
4360,House,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,16,5.0,11.0,0,5.5,1295,0,1
4361,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,0,1.0,30,0,1
4362,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,3,1.0,31,0,1
4363,Condominium,Entire home/apt,Real Bed,1,180,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,1,2.0,167,0,1
4364,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,0,1.0,158,0,1
4365,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,3.0,3,1.0,416,0,1
4366,Apartment,Private room,Real Bed,1,3,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,0,1.0,20,0,1
4367,Apartment,Private room,Real Bed,2,100,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,400,0,2
4368,Bed and breakfast,Private room,Real Bed,1,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,0.0,2.0,0,1.0,447,0,1
4369,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,10,0.0,6.0,0,2.0,2002,0,10
4370,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,361,0,1
4371,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,0,1.0,150,25,2
4372,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,620,0,1
4373,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,24,1.0,175,0,2
4374,Apartment,Private room,Real Bed,3,10,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,2.0,22,1.0,45,15,1
4375,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,4,1.0,151,0,1
4376,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,3.0,0,1.5,79,0,1
